Id_Fecha;Año;mes;Anomalia_ONI;Temp_SST;Temp_media;ENSO_mes;ENSO_Año
1/01/1950;1950;1;-1,62;26,18;26,18;Niña;Niña
1/02/1950;1950;2;-1,32;26,39;26,29;Niña;Niña
1/03/1950;1950;3;-1,07;26,95;26,51;Niña;Niña
1/04/1950;1950;4;-1,11;27,39;26,73;Niña;Niña
1/05/1950;1950;5;-1,37;27,56;26,89;Niña;Niña
1/06/1950;1950;6;-0,74;27,21;26,95;Niña;Niña
1/07/1950;1950;7;-0,44;26,72;26,91;Neutral;Niña
1/08/1950;1950;8;-0,42;26,3;26,84;Neutral;Niña
1/09/1950;1950;9;-0,41;26,14;26,76;Neutral;Niña
1/10/1950;1950;10;-0,32;26,01;26,69;Neutral;Niña
1/11/1950;1950;11;-0,6;26,06;26,63;Niña;Niña
1/12/1950;1950;12;-0,88;26,18;26,59;Niña;Niña
1/01/1951;1951;1;-0,92;26,18;26,56;Niña;Niña - Niño
1/02/1951;1951;2;-0,66;26,39;26,55;Niña;Niña - Niño
1/03/1951;1951;3;-0,04;26,95;26,57;Neutral;Niña - Niño
1/04/1951;1951;4;0,2;27,39;26,63;Neutral;Niña - Niño
1/05/1951;1951;5;0,37;27,56;26,68;Neutral;Niña - Niño
1/06/1951;1951;6;0,52;27,21;26,71;Niño;Niña - Niño
1/07/1951;1951;7;0,87;26,72;26,71;Niño;Niña - Niño
1/08/1951;1951;8;0,71;26,3;26,69;Niño;Niña - Niño
1/09/1951;1951;9;1,08;26,14;26,66;Niño;Niña - Niño
1/10/1951;1951;10;1,19;26,01;26,63;Niño;Niña - Niño
1/11/1951;1951;11;1,19;26,06;26,61;Niño;Niña - Niño
1/12/1951;1951;12;0,74;26,18;26,59;Niño;Niña - Niño
1/01/1952;1952;1;0,49;26,18;26,57;Neutral;Neutral
1/02/1952;1952;2;0,37;26,39;26,57;Neutral;Neutral
1/03/1952;1952;3;0,24;26,95;26,58;Neutral;Neutral
1/04/1952;1952;4;0,42;27,39;26,61;Neutral;Neutral
1/05/1952;1952;5;0,23;27,56;26,64;Neutral;Neutral
1/06/1952;1952;6;-0,03;27,21;26,66;Neutral;Neutral
1/07/1952;1952;7;-0,2;26,72;26,66;Neutral;Neutral
1/08/1952;1952;8;0;26,3;26,65;Neutral;Neutral
1/09/1952;1952;9;0,21;26,14;26,64;Neutral;Neutral
1/10/1952;1952;10;0,25;26,01;26,62;Neutral;Neutral
1/11/1952;1952;11;-0,14;26,06;26,6;Neutral;Neutral
1/12/1952;1952;12;0,03;26,18;26,59;Neutral;Neutral
1/01/1953;1953;1;0,56;26,18;26,58;Niño;Niño
1/02/1953;1953;2;0,61;26,39;26,57;Niño;Niño
1/03/1953;1953;3;0,62;26,95;26,58;Niño;Niño
1/04/1953;1953;4;0,64;27,39;26,6;Niño;Niño
1/05/1953;1953;5;0,71;27,56;26,63;Niño;Niño
1/06/1953;1953;6;0,9;27,21;26,64;Niño;Niño
1/07/1953;1953;7;0,7;26,72;26,64;Niño;Niño
1/08/1953;1953;8;0,63;26,3;26,64;Niño;Niño
1/09/1953;1953;9;0,85;26,14;26,62;Niño;Niño
1/10/1953;1953;10;0,86;26,01;26,61;Niño;Niño
1/11/1953;1953;11;0,82;26,06;26,6;Niño;Niño
1/12/1953;1953;12;0,83;26,18;26,59;Niño;Niño
1/01/1954;1954;1;0,8;26,18;26,58;Niño;Niño - Niña
1/02/1954;1954;2;0,64;26,39;26,58;Niño;Niño - Niña
1/03/1954;1954;3;-0,04;26,95;26,59;Neutral;Niño - Niña
1/04/1954;1954;4;-0,74;27,39;26,6;Niña;Niño - Niña
1/05/1954;1954;5;-0,45;27,56;26,62;Neutral;Niño - Niña
1/06/1954;1954;6;-0,42;27,21;26,63;Neutral;Niño - Niña
1/07/1954;1954;7;-0,62;26,72;26,63;Niña;Niño - Niña
1/08/1954;1954;8;-0,88;26,3;26,63;Niña;Niño - Niña
1/09/1954;1954;9;-1,03;26,14;26,62;Niña;Niño - Niña
1/10/1954;1954;10;-0,78;26,01;26,61;Niña;Niño - Niña
1/11/1954;1954;11;-0,5;26,06;26,6;Neutral;Niño - Niña
1/12/1954;1954;12;-0,91;26,18;26,59;Niña;Niño - Niña
1/01/1955;1955;1;-0,56;26,18;26,58;Niña;Niña
1/02/1955;1955;2;-0,57;26,39;26,58;Niña;Niña
1/03/1955;1955;3;-0,72;26,95;26,59;Niña;Niña
1/04/1955;1955;4;-0,78;27,39;26,6;Niña;Niña
1/05/1955;1955;5;-0,91;27,56;26,61;Niña;Niña
1/06/1955;1955;6;-0,67;27,21;26,62;Niña;Niña
1/07/1955;1955;7;-0,58;26,72;26,62;Niña;Niña
1/08/1955;1955;8;-0,8;26,3;26,62;Niña;Niña
1/09/1955;1955;9;-0,87;26,14;26,61;Niña;Niña
1/10/1955;1955;10;-1,6;26,01;26,6;Niña;Niña
1/11/1955;1955;11;-1,81;26,06;26,6;Niña;Niña
1/12/1955;1955;12;-1,61;26,18;26,59;Niña;Niña
1/01/1956;1956;1;-0,99;26,33;26,59;Niña;Niña
1/02/1956;1956;2;-0,74;26,51;26,59;Niña;Niña
1/03/1956;1956;3;-0,54;27,01;26,59;Niña;Niña
1/04/1956;1956;4;-0,6;27,46;26,6;Niña;Niña
1/05/1956;1956;5;-0,46;27,59;26,62;Neutral;Niña
1/06/1956;1956;6;-0,48;27,29;26,62;Neutral;Niña
1/07/1956;1956;7;-0,58;26,8;26,63;Niña;Niña
1/08/1956;1956;8;-0,65;26,32;26,62;Niña;Niña
1/09/1956;1956;9;-0,43;26,15;26,62;Neutral;Niña
1/10/1956;1956;10;-0,29;26,03;26,61;Neutral;Niña
1/11/1956;1956;11;-0,54;26,1;26,6;Niña;Niña
1/12/1956;1956;12;-0,47;26,18;26,6;Neutral;Niña
1/01/1957;1957;1;-0,29;26,33;26,6;Neutral;Niño
1/02/1957;1957;2;0,02;26,51;26,59;Neutral;Niño
1/03/1957;1957;3;0,45;27,01;26,6;Neutral;Niño
1/04/1957;1957;4;0,77;27,46;26,61;Niño;Niño
1/05/1957;1957;5;0,94;27,59;26,62;Niño;Niño
1/06/1957;1957;6;1,05;27,29;26,63;Niño;Niño
1/07/1957;1957;7;1,34;26,8;26,63;Niño;Niño
1/08/1957;1957;8;1,36;26,32;26,63;Niño;Niño
1/09/1957;1957;9;1,27;26,15;26,62;Niño;Niño
1/10/1957;1957;10;1,37;26,03;26,61;Niño;Niño
1/11/1957;1957;11;1,52;26,1;26,61;Niño;Niño
1/12/1957;1957;12;1,71;26,18;26,61;Niño;Niño
1/01/1958;1958;1;1,98;26,33;26,6;Niño;Niño
1/02/1958;1958;2;1,72;26,51;26,6;Niño;Niño
1/03/1958;1958;3;1,26;27,01;26,61;Niño;Niño
1/04/1958;1958;4;0,81;27,46;26,61;Niño;Niño
1/05/1958;1958;5;0,71;27,59;26,62;Niño;Niño
1/06/1958;1958;6;0,69;27,29;26,63;Niño;Niño
1/07/1958;1958;7;0,51;26,8;26,63;Niño;Niño
1/08/1958;1958;8;0,52;26,32;26,63;Niño;Niño
1/09/1958;1958;9;0,25;26,15;26,62;Neutral;Niño
1/10/1958;1958;10;0,41;26,03;26,62;Neutral;Niño
1/11/1958;1958;11;0,65;26,1;26,61;Niño;Niño
1/12/1958;1958;12;0,44;26,18;26,61;Neutral;Niño
1/01/1959;1959;1;0,74;26,33;26,61;Niño;Niño
1/02/1959;1959;2;0,67;26,51;26,61;Niño;Niño
1/03/1959;1959;3;0,46;27,01;26,61;Neutral;Niño
1/04/1959;1959;4;0,42;27,46;26,62;Neutral;Niño
1/05/1959;1959;5;0,1;27,59;26,63;Neutral;Niño
1/06/1959;1959;6;0,07;27,29;26,63;Neutral;Niño
1/07/1959;1959;7;-0,37;26,8;26,63;Neutral;Niño
1/08/1959;1959;8;-0,24;26,32;26,63;Neutral;Niño
1/09/1959;1959;9;-0,23;26,15;26,63;Neutral;Niño
1/10/1959;1959;10;0,2;26,03;26,62;Neutral;Niño
1/11/1959;1959;11;-0,06;26,1;26,62;Neutral;Niño
1/12/1959;1959;12;0;26,18;26,61;Neutral;Niño
1/01/1960;1960;1;-0,07;26,33;26,61;Neutral;Neutral
1/02/1960;1960;2;-0,22;26,51;26,61;Neutral;Neutral
1/03/1960;1960;3;-0,02;27,01;26,61;Neutral;Neutral
1/04/1960;1960;4;0,03;27,46;26,62;Neutral;Neutral
1/05/1960;1960;5;0,08;27,59;26,63;Neutral;Neutral
1/06/1960;1960;6;-0,06;27,29;26,63;Neutral;Neutral
1/07/1960;1960;7;0,07;26,8;26,63;Neutral;Neutral
1/08/1960;1960;8;0,36;26,32;26,63;Neutral;Neutral
1/09/1960;1960;9;0,28;26,15;26,63;Neutral;Neutral
1/10/1960;1960;10;0,18;26,03;26,62;Neutral;Neutral
1/11/1960;1960;11;0,15;26,1;26,62;Neutral;Neutral
1/12/1960;1960;12;0,04;26,18;26,62;Neutral;Neutral
1/01/1961;1961;1;-0,04;26,27;26,61;Neutral;Neutral
1/02/1961;1961;2;0,1;26,45;26,61;Neutral;Neutral
1/03/1961;1961;3;0,02;26,92;26,62;Neutral;Neutral
1/04/1961;1961;4;0;27,37;26,62;Neutral;Neutral
1/05/1961;1961;5;0,26;27,49;26,63;Neutral;Neutral
1/06/1961;1961;6;0,44;27,22;26,63;Neutral;Neutral
1/07/1961;1961;7;0,11;26,76;26,63;Neutral;Neutral
1/08/1961;1961;8;-0,12;26,3;26,63;Neutral;Neutral
1/09/1961;1961;9;-0,38;26,16;26,63;Neutral;Neutral
1/10/1961;1961;10;-0,38;26,09;26,62;Neutral;Neutral
1/11/1961;1961;11;-0,01;26,08;26,62;Neutral;Neutral
1/12/1961;1961;12;-0,16;26,14;26,62;Neutral;Neutral
1/01/1962;1962;1;-0,3;26,27;26,61;Neutral;Neutral
1/02/1962;1962;2;-0,26;26,45;26,61;Neutral;Neutral
1/03/1962;1962;3;-0,11;26,92;26,61;Neutral;Neutral
1/04/1962;1962;4;-0,24;27,37;26,62;Neutral;Neutral
1/05/1962;1962;5;-0,44;27,49;26,63;Neutral;Neutral
1/06/1962;1962;6;-0,14;27,22;26,63;Neutral;Neutral
1/07/1962;1962;7;0;26,76;26,63;Neutral;Neutral
1/08/1962;1962;8;0,02;26,3;26,63;Neutral;Neutral
1/09/1962;1962;9;-0,23;26,16;26,62;Neutral;Neutral
1/10/1962;1962;10;-0,12;26,09;26,62;Neutral;Neutral
1/11/1962;1962;11;-0,32;26,08;26,62;Neutral;Neutral
1/12/1962;1962;12;-0,47;26,14;26,61;Neutral;Neutral
1/01/1963;1963;1;-0,5;26,27;26,61;Neutral;Niño
1/02/1963;1963;2;-0,23;26,45;26,61;Neutral;Niño
1/03/1963;1963;3;0,26;26,92;26,61;Neutral;Niño
1/04/1963;1963;4;0,41;27,37;26,62;Neutral;Niño
1/05/1963;1963;5;0,14;27,49;26,62;Neutral;Niño
1/06/1963;1963;6;0,39;27,22;26,63;Neutral;Niño
1/07/1963;1963;7;1,02;26,76;26,63;Niño;Niño
1/08/1963;1963;8;1,17;26,3;26,63;Niño;Niño
1/09/1963;1963;9;1,23;26,16;26,62;Niño;Niño
1/10/1963;1963;10;1,26;26,09;26,62;Niño;Niño
1/11/1963;1963;11;1,39;26,08;26,62;Niño;Niño
1/12/1963;1963;12;1,47;26,14;26,61;Niño;Niño
1/01/1964;1964;1;1,06;26,27;26,61;Niño;Niño - Niña
1/02/1964;1964;2;0,68;26,45;26,61;Niño;Niño - Niña
1/03/1964;1964;3;0,1;26,92;26,61;Neutral;Niño - Niña
1/04/1964;1964;4;-0,42;27,37;26,62;Neutral;Niño - Niña
1/05/1964;1964;5;-0,67;27,49;26,62;Niña;Niño - Niña
1/06/1964;1964;6;-0,64;27,22;26,63;Niña;Niño - Niña
1/07/1964;1964;7;-0,43;26,76;26,63;Neutral;Niño - Niña
1/08/1964;1964;8;-0,72;26,3;26,62;Niña;Niño - Niña
1/09/1964;1964;9;-0,84;26,16;26,62;Niña;Niño - Niña
1/10/1964;1964;10;-0,73;26,09;26,62;Niña;Niño - Niña
1/11/1964;1964;11;-0,82;26,08;26,62;Niña;Niño - Niña
1/12/1964;1964;12;-0,92;26,14;26,61;Niña;Niño - Niña
1/01/1965;1965;1;-0,61;26,27;26,61;Niña;Niña - Niño
1/02/1965;1965;2;-0,25;26,45;26,61;Neutral;Niña - Niño
1/03/1965;1965;3;0,03;26,92;26,61;Neutral;Niña - Niño
1/04/1965;1965;4;0,01;27,37;26,62;Neutral;Niña - Niño
1/05/1965;1965;5;0,5;27,49;26,62;Neutral;Niña - Niño
1/06/1965;1965;6;0,86;27,22;26,62;Niño;Niña - Niño
1/07/1965;1965;7;1,14;26,76;26,62;Niño;Niña - Niño
1/08/1965;1965;8;1,66;26,3;26,62;Niño;Niña - Niño
1/09/1965;1965;9;1,84;26,16;26,62;Niño;Niña - Niño
1/10/1965;1965;10;2,06;26,09;26,62;Niño;Niña - Niño
1/11/1965;1965;11;2,03;26,08;26,62;Niño;Niña - Niño
1/12/1965;1965;12;1,81;26,14;26,61;Niño;Niña - Niño
1/01/1966;1966;1;1,31;26,36;26,61;Niño;Niño
1/02/1966;1966;2;1;26,56;26,61;Niño;Niño
1/03/1966;1966;3;1,19;27,02;26,61;Niño;Niño
1/04/1966;1966;4;0,76;27,4;26,62;Niño;Niño
1/05/1966;1966;5;0,02;27,53;26,62;Neutral;Niño
1/06/1966;1966;6;0,29;27,35;26,63;Neutral;Niño
1/07/1966;1966;7;0,42;26,9;26,63;Neutral;Niño
1/08/1966;1966;8;0,02;26,46;26,63;Neutral;Niño
1/09/1966;1966;9;-0,07;26,34;26,62;Neutral;Niño
1/10/1966;1966;10;-0,11;26,33;26,62;Neutral;Niño
1/11/1966;1966;11;-0,12;26,35;26,62;Neutral;Niño
1/12/1966;1966;12;-0,31;26,33;26,62;Neutral;Niño
1/01/1967;1967;1;-0,48;26,36;26,62;Neutral;Niña
1/02/1967;1967;2;-0,44;26,56;26,62;Neutral;Niña
1/03/1967;1967;3;-0,51;27,02;26,62;Niña;Niña
1/04/1967;1967;4;-0,66;27,4;26,62;Niña;Niña
1/05/1967;1967;5;-0,18;27,53;26,63;Neutral;Niña
1/06/1967;1967;6;0,12;27,35;26,63;Neutral;Niña
1/07/1967;1967;7;0,06;26,9;26,63;Neutral;Niña
1/08/1967;1967;8;-0,03;26,46;26,63;Neutral;Niña
1/09/1967;1967;9;-0,49;26,34;26,63;Neutral;Niña
1/10/1967;1967;10;-0,36;26,33;26,63;Neutral;Niña
1/11/1967;1967;11;-0,28;26,35;26,63;Neutral;Niña
1/12/1967;1967;12;-0,38;26,33;26,63;Neutral;Niña
1/01/1968;1968;1;-0,66;26,36;26,63;Niña;Niña - Niño
1/02/1968;1968;2;-0,86;26,56;26,63;Niña;Niña - Niño
1/03/1968;1968;3;-0,68;27,02;26,63;Niña;Niña - Niño
1/04/1968;1968;4;-0,3;27,4;26,63;Neutral;Niña - Niño
1/05/1968;1968;5;-0,34;27,53;26,64;Neutral;Niña - Niño
1/06/1968;1968;6;0,52;27,35;26,64;Niño;Niña - Niño
1/07/1968;1968;7;0,66;26,9;26,64;Niño;Niña - Niño
1/08/1968;1968;8;0,54;26,46;26,64;Niño;Niña - Niño
1/09/1968;1968;9;0,38;26,34;26,64;Neutral;Niña - Niño
1/10/1968;1968;10;0,42;26,33;26,64;Neutral;Niña - Niño
1/11/1968;1968;11;0,85;26,35;26,63;Niño;Niña - Niño
1/12/1968;1968;12;0,94;26,33;26,63;Niño;Niña - Niño
1/01/1969;1969;1;1,14;26,36;26,63;Niño;Niño
1/02/1969;1969;2;1,31;26,56;26,63;Niño;Niño
1/03/1969;1969;3;0,81;27,02;26,63;Niño;Niño
1/04/1969;1969;4;0,73;27,4;26,64;Niño;Niño
1/05/1969;1969;5;0,76;27,53;26,64;Niño;Niño
1/06/1969;1969;6;0,35;27,35;26,64;Neutral;Niño
1/07/1969;1969;7;0,18;26,9;26,64;Neutral;Niño
1/08/1969;1969;8;0,56;26,46;26,64;Niño;Niño
1/09/1969;1969;9;0,81;26,34;26,64;Niño;Niño
1/10/1969;1969;10;1,01;26,33;26,64;Niño;Niño
